cnr,courtCode,courtName,stateCode,stateName,caseType,filingDate,decisionDate,caseDurationDays,cohort,filingYear,decisionYear,hasJudgments,tier
GJKH010023002020,GJKH01,"DISTRICT COURT, NADIAD",GJ,Gujarat,CRL_A,2020-09-16,2021-08-02,320,2020_filed,2020,2021,True,district
GJHC240429432020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-09-24,2020-10-05,11,2020_filed,2020,2020,True,hc
GJHC240440592020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-09-29,2020-10-26,27,2020_filed,2020,2020,True,hc
GJHC240449032020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-10-03,2021-12-22,445,2020_filed,2020,2021,True,hc
GJHC240451052020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-10-03,2020-10-14,11,2020_filed,2020,2020,True,hc
GJHC240362932020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-08-25,2020-10-14,50,2020_filed,2020,2020,True,hc
GJHC240371952020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-08-28,2020-09-07,10,2020_filed,2020,2020,True,hc
GJDW080001952020,GJDW08,ADDL. COURT-DWARKA,GJ,Gujarat,CRL_A,2020-02-03,2023-01-31,1093,2020_filed,2020,2023,True,district
GJDW080002032020,GJDW08,ADDL. COURT-DWARKA,GJ,Gujarat,CRL_A,2020-03-05,2022-01-28,694,2020_filed,2020,2022,True,district
GJDW080002072020,GJDW08,ADDL. COURT-DWARKA,GJ,Gujarat,CRL_A,2020-03-12,2022-02-10,700,2020_filed,2020,2022,True,district
GJHC240375042020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-08-29,2021-08-17,353,2020_filed,2020,2021,True,hc
GJHC240375052020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-08-29,2020-09-10,12,2020_filed,2020,2020,True,hc
GJHC240375072020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-08-29,2020-10-07,39,2020_filed,2020,2020,True,hc
GJHC240371932020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-08-28,2025-06-17,1754,2020_filed,2020,2025,True,hc
GJKT010021912020,GJKT01,District and Sessions Court Bhuj,GJ,Gujarat,CRL_A,2020-08-06,2022-10-19,804,2020_filed,2020,2022,True,district
GJKT010021922020,GJKT01,District and Sessions Court Bhuj,GJ,Gujarat,CRL_A,2020-08-06,2022-10-19,804,2020_filed,2020,2022,True,district
GJKT010021932020,GJKT01,District and Sessions Court Bhuj,GJ,Gujarat,CRL_A,2020-08-06,2022-10-19,804,2020_filed,2020,2022,True,district
GJBK230005002020,GJBK23,"ADDITIONAL DISTRICT COURT, THARAD",GJ,Gujarat,CRL_A,2020-11-24,2020-12-19,25,2020_filed,2020,2020,True,district
GJHC240608782020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-12-18,2020-12-24,6,2020_filed,2020,2020,True,hc
GJHC240608792020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-12-18,2021-02-03,47,2020_filed,2020,2021,True,hc
GJHC240624412020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-12-24,2021-01-20,27,2020_filed,2020,2021,True,hc
GJHC240624442020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-12-24,2021-01-20,27,2020_filed,2020,2021,True,hc
GJHC240624432020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-12-24,2024-10-22,1398,2020_filed,2020,2024,False,hc
GJHC240624432020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-12-24,2024-10-22,1398,2024_disposed,2020,2024,False,hc
GJHC240222812020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-05-06,2020-05-14,8,2020_filed,2020,2020,True,hc
GJHC240071442020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-01-28,2024-08-06,1652,2020_filed,2020,2024,False,hc
GJHC240071442020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-01-28,2024-08-06,1652,2024_disposed,2020,2024,False,hc
GJGN010013722020,GJGN01,Gandhinagar District,GJ,Gujarat,CRL_A,2020-08-31,2020-09-11,11,2020_filed,2020,2020,True,district
GJHC240324902020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-08-06,2020-08-21,15,2020_filed,2020,2020,True,hc
GJVD010017762020,GJVD01,vadodara_district Court,GJ,Gujarat,CRL_A,2020-02-28,2022-01-01,673,2020_filed,2020,2022,True,district
GJHC240324922020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-08-06,2020-08-13,7,2020_filed,2020,2020,True,hc
GJHC240333572020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-08-11,2020-08-31,20,2020_filed,2020,2020,True,hc
GJHC240340912020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-08-17,2024-02-14,1276,2020_filed,2020,2024,False,hc
GJHC240340912020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-08-17,2024-02-14,1276,2024_disposed,2020,2024,False,hc
GJHC240340922020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-08-17,2024-12-20,1586,2020_filed,2020,2024,False,hc
GJHC240340922020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-08-17,2024-12-20,1586,2024_disposed,2020,2024,False,hc
GJVD010012342020,GJVD01,vadodara_district Court,GJ,Gujarat,CRL_A,2020-02-11,2022-02-05,725,2020_filed,2020,2022,True,district
GJVD010012332020,GJVD01,vadodara_district Court,GJ,Gujarat,CRL_A,2020-02-11,2023-08-31,1297,2020_filed,2020,2023,True,district
GJBK230000922020,GJBK23,"ADDITIONAL DISTRICT COURT, THARAD",GJ,Gujarat,CRL_A,2020-02-04,2021-11-10,645,2020_filed,2020,2021,True,district
GJHC240210632020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-03-21,2020-06-23,94,2020_filed,2020,2020,True,hc
GJKH010032972020,GJKH01,"DISTRICT COURT, NADIAD",GJ,Gujarat,CRL_A,2020-12-02,2021-03-06,94,2020_filed,2020,2021,True,district
GJKH010032982020,GJKH01,"DISTRICT COURT, NADIAD",GJ,Gujarat,CRL_A,2020-12-02,2021-10-16,318,2020_filed,2020,2021,True,district
GJVL090015252020,GJVL09,ADDL. COURT-VAPI,GJ,Gujarat,CRL_A,2020-02-01,2021-08-02,548,2020_filed,2020,2021,True,district
GJVL090015292020,GJVL09,ADDL. COURT-VAPI,GJ,Gujarat,CRL_A,2020-02-01,2023-06-12,1227,2020_filed,2020,2023,True,district
GJVL090015212020,GJVL09,ADDL. COURT-VAPI,GJ,Gujarat,CRL_A,2020-02-01,2021-07-23,538,2020_filed,2020,2021,True,district
GJVL090015372020,GJVL09,ADDL. COURT-VAPI,GJ,Gujarat,CRL_A,2020-02-01,2021-08-25,571,2020_filed,2020,2021,True,district
GJVL090015432020,GJVL09,ADDL. COURT-VAPI,GJ,Gujarat,CRL_A,2020-02-01,2021-07-10,525,2020_filed,2020,2021,True,district
GJVL090015332020,GJVL09,ADDL. COURT-VAPI,GJ,Gujarat,CRL_A,2020-02-01,2023-06-27,1242,2020_filed,2020,2023,True,district
GJHC240055592020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-01-22,2020-02-13,22,2020_filed,2020,2020,True,hc
GJHC240061752020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-01-23,2020-01-28,5,2020_filed,2020,2020,True,hc
GJHC240087802020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-02-03,2020-02-06,3,2020_filed,2020,2020,True,hc
GJHC240087822020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-02-03,2020-02-05,2,2020_filed,2020,2020,True,hc
GJHC240087812020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-02-03,2020-02-06,3,2020_filed,2020,2020,True,hc
GJHC240415692020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-09-18,2020-10-27,39,2020_filed,2020,2020,True,hc
GJHC240415682020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-09-18,2020-10-07,19,2020_filed,2020,2020,True,hc
GJAH010034402020,GJAH01,AHMEDABAD DISTRICT COURT,GJ,Gujarat,CRL_A,2020-09-18,2020-09-29,11,2020_filed,2020,2020,True,district
GJHC240089032020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-02-04,2023-07-11,1253,2020_filed,2020,2023,False,hc
GJHC240300992020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-07-22,2020-08-13,22,2020_filed,2020,2020,True,hc
GJHC240301012020,GJHC24,"High Court, Gujarat",GJ,Gujarat,CRL_A,2020-07-22,2020-09-17,57,2020_filed,2020,2020,True,hc
GJNV010007842020,GJNV01,navsari_district Court,GJ,Gujarat,CRL_A,2020-08-29,2020-11-02,65,2020_filed,2020,2020,True,district
GJJN210001272020,GJJN21,Additional District Court Keshod,GJ,Gujarat,CRL_A,2020-02-10,2020-02-18,8,2020_filed,2020,2020,True,district
GJJN210001282020,GJJN21,Additional District Court Keshod,GJ,Gujarat,CRL_A,2020-02-10,2020-02-18,8,2020_filed,2020,2020,True,district
GJJN210001332020,GJJN21,Additional District Court Keshod,GJ,Gujarat,CRL_A,2020-02-12,2020-02-17,5,2020_filed,2020,2020,True,district
MLHC010001402020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-02-10,2020-02-11,1,2020_filed,2020,2020,True,hc
MLHC010007002020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-09-30,2020-12-09,70,2020_filed,2020,2020,True,hc
MLHC010007042020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-01,2022-03-17,532,2020_filed,2020,2022,True,hc
MLHC010010422020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-14,2021-04-20,127,2020_filed,2020,2021,True,hc
MLHC010008792020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-11-24,2022-03-29,490,2020_filed,2020,2022,False,hc
MLHC010008782020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-11-24,2022-03-29,490,2020_filed,2020,2022,True,hc
MLHC010003962020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2020-12-09,177,2020_filed,2020,2020,True,hc
MLHC010003952020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2020-07-15,30,2020_filed,2020,2020,True,hc
MLHC010003972020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-16,2020-10-06,112,2020_filed,2020,2020,True,hc
MLHC010003942020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2023-11-22,1255,2020_filed,2020,2023,True,hc
MLHC010002532020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-03-12,2020-10-06,208,2020_filed,2020,2020,True,hc
MLHC010010202020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-10,2022-09-26,655,2020_filed,2020,2022,True,hc
MLHC010010232020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-11,2020-12-16,5,2020_filed,2020,2020,True,hc
MLHC010010242020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-11,2020-12-16,5,2020_filed,2020,2020,True,hc
MLHC010010222020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-11,2022-10-28,686,2020_filed,2020,2022,True,hc
MLHC010003292020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-05-20,2020-06-12,23,2020_filed,2020,2020,False,hc
MLHC010003892020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2023-11-22,1255,2020_filed,2020,2023,True,hc
MLHC010003282020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-05-20,2020-06-12,23,2020_filed,2020,2020,True,hc
MLHC010009772020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-04,2022-10-21,686,2020_filed,2020,2022,True,hc
MLHC010005342020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-07-21,2023-11-22,1219,2020_filed,2020,2023,True,hc
MLHC010005362020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-07-21,2023-11-22,1219,2020_filed,2020,2023,True,hc
MLHC010005352020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-07-21,2023-11-22,1219,2020_filed,2020,2023,True,hc
MLHC010003312020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-05-28,2020-12-04,190,2020_filed,2020,2020,True,hc
MLHC010010442020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-15,2021-02-23,70,2020_filed,2020,2021,True,hc
MLHC010008412020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-11-16,2022-06-07,568,2020_filed,2020,2022,True,hc
MLHC010006452020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-09-09,2020-09-16,7,2020_filed,2020,2020,True,hc
MLHC010008662020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-11-20,2020-12-15,25,2020_filed,2020,2020,True,hc
MLHC010008652020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-11-19,2023-12-01,1107,2020_filed,2020,2023,True,hc
MLHC010000682020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-01-28,2022-09-29,975,2020_filed,2020,2022,True,hc
MLHC010000692020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-01-28,2022-09-29,975,2020_filed,2020,2022,True,hc
MLHC010002542020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-03-12,2021-12-17,645,2020_filed,2020,2021,True,hc
MLHC010008332020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-11-12,2020-12-11,29,2020_filed,2020,2020,True,hc
MLHC010008382020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-11-12,2020-12-08,26,2020_filed,2020,2020,True,hc
MLHC010008402020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-11-12,2021-02-01,81,2020_filed,2020,2021,True,hc
MLHC010008392020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-11-12,2020-12-11,29,2020_filed,2020,2020,True,hc
MLHC010001872020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-02-20,2020-03-18,27,2020_filed,2020,2020,False,hc
MLHC010001892020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-02-20,2022-06-23,854,2020_filed,2020,2022,True,hc
MLHC010005822020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-08-17,2025-03-13,1669,2020_filed,2020,2025,True,hc
MLHC010005842020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-08-17,2021-04-06,232,2020_filed,2020,2021,True,hc
MLHC010005852020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-08-17,2020-10-28,72,2020_filed,2020,2020,True,hc
MLHC010005832020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-08-17,2021-04-06,232,2020_filed,2020,2021,True,hc
MLHC010005902020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-08-19,2021-04-08,232,2020_filed,2020,2021,True,hc
MLHC010003902020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2023-11-22,1255,2020_filed,2020,2023,True,hc
MLHC010005892020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-08-19,2021-04-08,232,2020_filed,2020,2021,True,hc
MLHC010003852020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2020-10-05,112,2020_filed,2020,2020,True,hc
MLHC010007582020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-19,2021-04-08,171,2020_filed,2020,2021,True,hc
MLHC010007592020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-19,2021-12-14,421,2020_filed,2020,2021,True,hc
MLHC010007602020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-19,2022-03-07,504,2020_filed,2020,2022,True,hc
MLHC010007612020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-19,2020-12-08,50,2020_filed,2020,2020,True,hc
MLHC010007622020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-19,2020-12-08,50,2020_filed,2020,2020,False,hc
MLHC010009702020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-04,2022-10-28,693,2020_filed,2020,2022,True,hc
MLHC010009672020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-04,2022-10-28,693,2020_filed,2020,2022,True,hc
MLHC010009692020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-04,2022-10-28,693,2020_filed,2020,2022,True,hc
MLHC010009682020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-04,2022-10-28,693,2020_filed,2020,2022,True,hc
MLHC010009832020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-07,2021-02-02,57,2020_filed,2020,2021,True,hc
MLHC010009812020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-07,2021-12-02,360,2020_filed,2020,2021,True,hc
MLHC010002102020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-02-25,2021-03-02,371,2020_filed,2020,2021,True,hc
MLHC010003912020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2023-11-22,1255,2020_filed,2020,2023,True,hc
MLHC010003922020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2023-11-22,1255,2020_filed,2020,2023,True,hc
MLHC010009792020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-07,2022-10-28,690,2020_filed,2020,2022,True,hc
MLHC010003932020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2023-11-22,1255,2020_filed,2020,2023,True,hc
MLHC010002132020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-02-26,2020-03-12,15,2020_filed,2020,2020,True,hc
MLHC010002122020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-02-26,2023-02-02,1072,2020_filed,2020,2023,True,hc
MLHC010009922020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-08,2021-04-06,119,2020_filed,2020,2021,True,hc
MLHC010005972020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-08-25,2020-11-03,70,2020_filed,2020,2020,True,hc
MLHC010002032020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-02-24,2022-05-30,826,2020_filed,2020,2022,True,hc
MLHC010005962020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-08-21,2021-04-01,223,2020_filed,2020,2021,True,hc
MLHC010007542020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-16,2020-10-19,3,2020_filed,2020,2020,False,hc
MLHC010007552020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-19,2024-04-05,1264,2020_filed,2020,2024,True,hc
MLHC010007552020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-19,2024-04-05,1264,2024_disposed,2020,2024,True,hc
MLHC010007562020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-19,2024-04-05,1264,2020_filed,2020,2024,True,hc
MLHC010007562020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-19,2024-04-05,1264,2024_disposed,2020,2024,True,hc
MLHC010009662020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-04,2022-10-28,693,2020_filed,2020,2022,True,hc
MLHC010001952020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-02-24,2021-03-25,395,2020_filed,2020,2021,True,hc
MLHC010003792020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2020-10-05,112,2020_filed,2020,2020,True,hc
MLHC010003812020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2020-10-05,112,2020_filed,2020,2020,True,hc
MLHC010003832020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2020-10-05,112,2020_filed,2020,2020,True,hc
MLHC010003782020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2020-10-05,112,2020_filed,2020,2020,True,hc
MLHC010003772020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-12,2020-10-05,115,2020_filed,2020,2020,True,hc
MLHC010003822020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2020-10-05,112,2020_filed,2020,2020,True,hc
MLHC010003802020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2020-10-05,112,2020_filed,2020,2020,True,hc
MLHC010003842020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-15,2020-10-05,112,2020_filed,2020,2020,True,hc
MLHC010001992020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-02-24,2022-05-31,827,2020_filed,2020,2022,True,hc
MLHC010007652020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-21,2022-05-17,573,2020_filed,2020,2022,False,hc
MLHC010007692020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-27,2020-10-29,2,2020_filed,2020,2020,True,hc
MLHC010005992020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-08-25,2020-11-03,70,2020_filed,2020,2020,True,hc
MLHC010007632020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-21,2024-03-21,1247,2020_filed,2020,2024,True,hc
MLHC010007632020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-21,2024-03-21,1247,2024_disposed,2020,2024,True,hc
MLHC010009822020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-07,2022-05-09,518,2020_filed,2020,2022,True,hc
MLHC010009762020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-04,2022-10-21,686,2020_filed,2020,2022,True,hc
MLHC010009782020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-07,2022-10-28,690,2020_filed,2020,2022,True,hc
MLHC010006092020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-08-26,2020-10-06,41,2020_filed,2020,2020,True,hc
MLHC010006012020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-08-25,2022-06-17,661,2020_filed,2020,2022,True,hc
MLHC010006002020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-08-25,2022-11-15,812,2020_filed,2020,2022,True,hc
MLHC010007842020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-28,2023-08-01,1007,2020_filed,2020,2023,True,hc
MLHC010004112020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-23,2020-11-11,141,2020_filed,2020,2020,True,hc
MLHC010004102020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-22,2020-07-23,31,2020_filed,2020,2020,True,hc
MLHC010004092020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-06-22,2020-07-23,31,2020_filed,2020,2020,True,hc
MLHC010009962020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-09,2020-12-10,1,2020_filed,2020,2020,False,hc
MLHC010009952020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-09,2020-12-10,1,2020_filed,2020,2020,True,hc
MLHC010007932020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-10-29,2020-12-16,48,2020_filed,2020,2020,True,hc
MLHC010010022020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-09,2020-12-15,6,2020_filed,2020,2020,True,hc
MLHC010010032020,MLHC01,High Court of Meghalaya,MG,Meghalaya,WP_C,2020-12-09,2021-04-15,127,2020_filed,2020,2021,True,hc
BRRO010021072020,BRRO01,D.J. DIVISION SASARAM,BR,Bihar,BA,2020-05-30,2020-06-06,7,2020_filed,2020,2020,True,district
BRRO010021152020,BRRO01,D.J. DIVISION SASARAM,BR,Bihar,BA,2020-06-01,2020-06-03,2,2020_filed,2020,2020,True,district
BRAR010048352020,BRAR01,DJ DIVISION,BR,Bihar,BA,2020-12-05,2021-01-05,31,2020_filed,2020,2021,True,district
BRAR010048342020,BRAR01,DJ DIVISION,BR,Bihar,BA,2020-12-05,2020-12-08,3,2020_filed,2020,2020,True,district
BRDA010000492020,BRDA01,DJ Division,BR,Bihar,BA,2020-01-02,2020-01-20,18,2020_filed,2020,2020,True,district
BRDA010002322020,BRDA01,DJ Division,BR,Bihar,BA,2020-01-07,2020-01-27,20,2020_filed,2020,2020,True,district
BRMP010006032020,BRMP01,D.J. Establishment,BR,Bihar,BA,2020-02-14,2020-03-13,28,2020_filed,2020,2020,True,district
BRMP010006022020,BRMP01,D.J. Establishment,BR,Bihar,BA,2020-02-14,2020-02-20,6,2020_filed,2020,2020,True,district
BRMP010006042020,BRMP01,D.J. Establishment,BR,Bihar,BA,2020-02-14,2020-02-22,8,2020_filed,2020,2020,True,district
BRDA010002312020,BRDA01,DJ Division,BR,Bihar,BA,2020-01-07,2020-01-31,24,2020_filed,2020,2020,True,district
BRDA010002302020,BRDA01,DJ Division,BR,Bihar,BA,2020-01-07,2020-01-08,1,2020_filed,2020,2020,True,district
BRWC100001772020,BRWC10,Bagaha,BR,Bihar,BA,2020-01-17,2020-02-27,41,2020_filed,2020,2020,False,district
BRDA010004812020,BRDA01,DJ Division,BR,Bihar,BA,2020-01-17,2020-01-18,1,2020_filed,2020,2020,True,district
BRDA010004832020,BRDA01,DJ Division,BR,Bihar,BA,2020-01-17,2020-01-27,10,2020_filed,2020,2020,True,district
BRDA010007872020,BRDA01,DJ Division,BR,Bihar,BA,2020-01-28,2020-03-21,53,2020_filed,2020,2020,True,district
BRDA010004822020,BRDA01,DJ Division,BR,Bihar,BA,2020-01-17,2020-03-03,46,2020_filed,2020,2020,True,district
BRDA010007892020,BRDA01,DJ Division,BR,Bihar,BA,2020-01-28,2020-02-17,20,2020_filed,2020,2020,True,district
BRDA010011512020,BRDA01,DJ Division,BR,Bihar,BA,2020-02-13,2020-02-25,12,2020_filed,2020,2020,True,district
BRDA010007882020,BRDA01,DJ Division,BR,Bihar,BA,2020-01-28,2020-02-17,20,2020_filed,2020,2020,True,district
BRDA010011482020,BRDA01,DJ Division,BR,Bihar,BA,2020-02-13,2020-02-27,14,2020_filed,2020,2020,True,district
BRDA010015562020,BRDA01,DJ Division,BR,Bihar,BA,2020-02-27,2020-02-29,2,2020_filed,2020,2020,True,district
BRDA010015582020,BRDA01,DJ Division,BR,Bihar,BA,2020-02-27,2020-09-24,210,2020_filed,2020,2020,True,district
